PRISM Time Series Data
Location:  Lat: 35.3667   Lon: -101.3947   Elev: 3458ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2008-01-01 - 2020-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-Jul-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2015-10-17,0.00,46.7,55.0,63.4,38.9,2.58,11.79
2015-10-18,0.00,46.9,61.6,76.3,42.4,2.88,21.45
2015-10-19,0.00,49.0,63.1,77.3,44.6,2.50,21.42
2015-10-20,0.02,52.5,66.1,79.7,52.1,1.51,21.59
2015-10-21,0.11,55.9,65.4,75.0,54.5,0.61,16.78
2015-10-22,2.16,55.2,62.0,68.8,57.6,0.14,7.88
2015-10-23,0.00,54.4,59.4,64.5,55.7,0.47,5.61
2015-10-24,0.00,44.1,58.5,72.9,47.3,0.40,17.63
2015-10-25,0.00,37.5,49.4,61.4,36.4,0.70,12.71
2015-10-26,0.00,37.1,52.5,68.0,31.3,1.14,19.17
2015-10-27,0.00,39.3,54.0,68.6,33.1,1.80,18.53
2015-10-28,0.00,41.9,57.8,73.7,41.0,1.19,20.31
2015-10-29,0.00,40.1,51.7,63.4,38.3,0.83,13.56
2015-10-30,0.56,39.6,51.8,63.9,40.8,0.54,11.85
2015-10-31,0.74,40.3,49.0,57.8,46.2,0.21,2.90
2015-11-01,0.00,39.1,53.4,67.8,38.0,0.46,16.52
2015-11-02,0.00,39.6,57.0,74.4,36.9,1.11,23.36
2015-11-03,0.00,41.5,59.5,77.5,41.3,1.02,24.14
2015-11-04,0.00,45.7,62.5,79.2,46.4,0.68,25.32
2015-11-05,0.20,45.8,58.5,71.1,53.1,0.36,12.44
2015-11-06,0.00,31.4,49.3,67.2,32.8,0.36,16.97
2015-11-07,0.00,32.4,48.5,64.7,34.4,0.35,15.30
2015-11-08,0.00,33.3,45.5,57.6,33.4,0.33,9.98
2015-11-09,0.00,34.4,46.8,59.1,33.1,0.63,10.83
2015-11-10,0.00,38.7,55.0,71.2,38.5,0.89,19.18
2015-11-11,0.00,42.5,59.4,76.3,37.5,1.90,25.65
2015-11-12,0.00,29.4,44.9,60.4,26.5,0.55,14.26
2015-11-13,0.00,30.5,45.7,61.0,27.4,0.72,13.65
2015-11-14,0.00,32.6,48.0,63.4,29.5,1.22,14.51
2015-11-15,0.00,35.8,49.4,63.0,39.1,0.48,12.47
2015-11-16,0.00,47.4,54.0,60.7,51.7,0.26,4.40
2015-11-17,0.30,37.2,55.2,73.3,45.4,0.74,15.18
2015-11-18,0.01,31.2,36.4,41.7,30.3,0.56,3.27
2015-11-19,0.00,29.6,47.6,65.5,27.5,1.02,16.89
2015-11-20,0.00,28.8,41.7,54.6,25.5,0.78,10.47
2015-11-21,0.00,26.3,48.8,71.4,29.5,0.63,20.86
2015-11-22,0.00,23.1,32.7,42.4,18.0,0.69,6.26
2015-11-23,0.00,24.9,43.5,62.1,20.5,1.01,16.24
2015-11-24,0.00,29.3,46.5,63.6,26.3,1.26,16.31
2015-11-25,0.00,34.5,53.6,72.8,28.0,1.41,23.68
2015-11-26,0.11,38.3,56.4,74.4,39.4,0.59,23.70
2015-11-27,0.50,25.1,33.5,41.8,33.1,0.04,0.52
2015-11-28,0.22,22.3,24.1,25.8,22.9,0.07,0.32
2015-11-29,0.00,23.0,25.9,28.8,25.9,0.05,0.46
2015-11-30,0.00,28.3,30.3,32.3,30.3,0.06,0.38
2015-12-01,0.00,24.3,34.1,43.9,28.3,0.00,4.28
2015-12-02,0.00,24.4,38.4,52.3,20.2,0.69,10.37
2015-12-03,0.00,25.3,40.0,54.8,20.0,1.04,11.40
2015-12-04,0.00,26.8,43.2,59.5,26.5,0.84,13.16
2015-12-05,0.00,30.5,44.3,58.0,33.7,0.49,9.88
2015-12-06,0.00,31.0,47.4,63.7,32.0,0.39,13.84
2015-12-07,0.00,30.1,43.9,57.7,25.7,1.07,12.02
2015-12-08,0.00,31.1,46.9,62.7,24.9,1.21,15.57
2015-12-09,0.00,35.7,52.7,69.7,28.1,1.68,19.67
2015-12-10,0.00,36.6,52.1,67.7,30.2,1.76,17.80
2015-12-11,0.00,44.4,55.6,66.7,28.8,4.34,17.49
2015-12-12,0.00,39.1,56.3,73.4,29.1,2.34,23.81
2015-12-13,0.32,31.7,44.2,56.8,37.2,0.16,5.59
2015-12-14,0.71,26.5,30.6,34.6,29.5,0.08,1.80
2015-12-15,0.00,25.5,41.7,57.8,30.3,0.49,10.01
2015-12-16,0.00,21.7,35.2,48.7,18.8,0.84,8.56
2015-12-17,0.00,19.4,31.5,43.7,18.6,0.48,6.36
2015-12-18,0.00,18.1,26.5,35.0,20.5,0.27,2.75
2015-12-19,0.00,20.7,36.9,53.3,22.5,0.40,9.87
2015-12-20,0.00,26.8,47.0,67.3,29.0,0.87,18.86
2015-12-21,0.00,34.5,49.3,64.2,31.6,1.22,14.17
2015-12-22,0.00,31.6,45.0,58.4,25.5,1.08,12.67
2015-12-23,0.00,36.2,48.2,60.3,28.9,2.24,13.27
2015-12-24,0.00,31.5,42.5,53.5,28.9,1.11,9.16
2015-12-25,0.00,27.8,36.7,45.7,20.0,0.98,7.83
2015-12-26,0.00,29.6,39.9,50.2,32.9,0.79,5.80
2015-12-27,0.70,21.3,30.7,40.0,20.9,0.36,4.09
2015-12-28,0.13,20.4,23.5,26.6,18.8,0.31,1.58
2015-12-29,0.00,17.9,27.5,37.1,13.5,0.53,5.08
2015-12-30,0.03,17.9,25.9,33.9,24.2,0.16,1.94
2015-12-31,0.00,20.0,30.5,41.0,26.5,0.08,3.48
2016-01-01,0.00,19.5,26.2,32.9,23.6,0.16,1.32
2016-01-02,0.00,21.0,28.6,36.2,19.0,0.54,4.17
2016-01-03,0.00,21.0,34.5,47.9,19.1,0.52,8.14
2016-01-04,0.00,21.2,35.7,50.1,16.9,0.84,9.49
2016-01-05,0.00,21.0,33.5,46.1,23.2,0.47,6.46
2016-01-06,0.02,24.9,31.3,37.7,31.3,0.14,1.37
2016-01-07,0.00,33.7,43.2,52.7,37.6,0.13,5.30
2016-01-08,0.00,26.2,35.5,44.8,31.9,0.04,3.27
2016-01-09,0.05,21.3,27.1,33.0,27.1,0.03,0.55
2016-01-10,0.00,17.7,25.0,32.3,20.4,0.20,2.06
2016-01-11,0.00,18.8,25.1,31.3,23.0,0.15,1.37
2016-01-12,0.00,19.7,32.6,45.4,19.8,0.25,6.88
2016-01-13,0.00,21.4,39.1,56.9,20.2,0.71,12.47
2016-01-14,0.00,23.3,39.3,55.4,23.7,0.71,10.63
2016-01-15,0.00,25.2,42.3,59.4,20.0,1.09,13.93
2016-01-16,0.03,24.9,39.0,53.2,25.9,0.19,9.54
2016-01-17,0.08,26.3,34.2,42.1,28.5,0.12,3.73
2016-01-18,0.00,19.2,28.6,38.0,22.6,0.09,1.81
2016-01-19,0.00,20.2,33.3,46.4,27.4,0.08,5.22
2016-01-20,0.00,24.5,36.1,47.7,28.0,0.24,5.11
2016-01-21,0.00,29.2,44.7,60.2,28.8,0.28,12.72
2016-01-22,0.00,23.8,34.9,46.0,23.4,0.63,6.08
2016-01-23,0.00,22.2,36.8,51.4,22.7,0.49,8.88
2016-01-24,0.00,27.6,44.5,61.5,24.8,0.91,14.23
2016-01-25,0.00,34.4,52.0,69.6,19.3,1.69,21.88
2016-01-26,0.00,25.8,38.8,51.8,25.8,0.58,8.51
2016-01-27,0.00,21.4,34.8,48.2,20.2,0.45,8.31
2016-01-28,0.00,21.4,39.4,57.4,18.0,0.46,13.31
2016-01-29,0.00,27.9,44.3,60.7,24.1,1.43,13.89
2016-01-30,0.00,31.1,52.4,73.6,23.2,1.57,24.88
2016-01-31,0.00,32.9,55.0,77.1,25.5,1.22,26.82
2016-02-01,0.03,29.5,40.7,52.0,28.7,0.68,7.77
2016-02-02,0.27,30.4,42.1,53.9,30.2,0.36,7.56
2016-02-03,0.00,16.4,27.3,38.2,19.2,0.39,3.98
2016-02-04,0.00,14.9,27.8,40.6,16.1,0.24,5.88
2016-02-05,0.00,23.4,35.1,46.9,14.5,0.56,8.56
2016-02-06,0.00,23.5,33.0,42.6,16.7,1.21,6.06
2016-02-07,0.00,17.2,36.1,55.1,13.7,0.54,12.41
2016-02-08,0.00,27.3,41.8,56.3,17.3,2.13,11.83
2016-02-09,0.00,22.8,37.5,52.2,16.7,1.30,10.13
2016-02-10,0.00,28.6,46.2,63.8,22.7,1.39,16.14
2016-02-11,0.00,27.9,53.2,78.4,17.1,1.58,30.78
2016-02-12,0.00,31.0,48.9,66.9,24.4,1.68,18.39
2016-02-13,0.00,28.7,46.8,64.9,28.4,0.40,15.93
2016-02-14,0.00,26.6,47.6,68.7,30.0,0.27,17.76
2016-02-15,0.00,31.5,44.9,58.3,23.9,1.24,12.86
2016-02-16,0.00,29.8,47.2,64.7,25.3,0.90,16.65
2016-02-17,0.00,36.5,47.9,59.3,25.2,1.98,13.07
2016-02-18,0.00,43.4,59.3,75.1,32.3,3.69,24.67
2016-02-19,0.00,51.4,68.4,85.3,29.5,3.56,38.02
2016-02-20,0.00,46.9,59.6,72.4,27.7,4.70,22.73
2016-02-21,0.00,36.3,56.1,75.9,23.6,2.42,26.89
2016-02-22,0.00,32.4,46.1,59.7,25.8,1.58,12.97
2016-02-23,0.20,31.9,43.0,54.0,27.8,0.40,9.90
2016-02-24,0.31,23.5,34.1,44.7,26.0,0.17,5.36
2016-02-25,0.00,23.2,41.5,59.8,16.5,1.12,14.84
2016-02-26,0.00,23.3,36.0,48.7,16.0,1.10,8.79
2016-02-27,0.00,26.3,46.0,65.7,23.2,1.20,17.48
2016-02-28,0.00,27.7,51.6,75.5,26.8,0.97,26.03
2016-02-29,0.00,39.2,53.3,67.5,25.8,3.13,18.34
2016-03-01,0.00,36.7,56.4,76.2,29.5,2.07,25.49
2016-03-02,0.00,32.4,47.3,62.3,21.4,1.16,16.56
2016-03-03,0.00,37.3,58.6,80.0,25.8,2.72,31.44
2016-03-04,0.00,35.4,49.8,64.2,25.1,2.50,16.31
2016-03-05,0.00,38.0,56.9,75.8,26.5,2.74,26.47
2016-03-06,0.00,36.4,53.3,70.1,36.0,2.05,18.98
2016-03-07,0.00,49.2,63.3,77.4,40.0,1.38,26.09
2016-03-08,0.00,46.1,59.6,73.2,27.0,2.02,25.22
2016-03-09,0.00,38.8,50.9,62.9,35.2,1.17,12.94
2016-03-10,0.00,40.4,52.8,65.3,38.8,0.58,14.22
2016-03-11,0.00,36.8,49.4,61.9,35.7,0.43,12.43
2016-03-12,0.00,36.9,52.9,68.8,31.0,0.73,20.41
2016-03-13,0.00,40.9,51.1,61.4,45.8,0.04,7.11
2016-03-14,0.00,39.2,56.1,73.1,36.4,0.85,21.01
2016-03-15,0.00,40.6,59.8,79.0,25.5,3.65,29.24
2016-03-16,0.00,34.9,50.2,65.5,21.5,2.94,17.76
2016-03-17,0.00,31.7,49.1,66.5,20.7,2.14,18.83
2016-03-18,0.00,31.4,49.2,67.0,29.3,0.94,17.92
2016-03-19,0.00,28.1,35.6,43.1,27.5,0.78,3.30
2016-03-20,0.00,21.0,35.6,50.3,16.9,0.64,9.29
2016-03-21,0.00,19.7,38.3,56.9,18.0,0.93,12.50
2016-03-22,0.00,33.0,56.2,79.4,27.0,2.38,30.07
2016-03-23,0.00,50.5,66.9,83.4,21.7,8.25,35.65
2016-03-24,0.00,30.1,47.6,65.2,19.2,1.75,18.92
2016-03-25,0.00,29.2,44.7,60.1,20.4,1.54,14.17
2016-03-26,0.00,35.2,53.9,72.6,23.2,2.28,24.02
2016-03-27,0.14,28.6,46.0,63.5,31.2,0.43,14.09
2016-03-28,0.00,24.2,39.4,54.6,24.5,0.36,11.25
2016-03-29,0.00,34.8,54.3,73.8,35.9,2.22,22.09
2016-03-30,0.00,48.2,62.8,77.5,46.9,1.11,23.66
2016-03-31,0.00,32.0,52.5,73.0,27.2,0.96,22.20
2016-04-01,0.00,32.3,47.6,63.0,25.9,1.37,15.47
2016-04-02,0.00,31.5,45.0,58.5,22.2,1.59,13.34
2016-04-03,0.00,32.2,50.2,68.3,24.7,1.52,19.43
2016-04-04,0.00,39.4,58.6,77.9,24.0,3.46,28.84
2016-04-05,0.00,41.9,61.4,80.8,30.8,3.49,30.95
2016-04-06,0.00,41.5,63.2,84.9,27.0,3.69,36.77
2016-04-07,0.00,39.1,56.9,74.7,20.1,4.09,26.21
2016-04-08,0.00,41.6,57.2,72.8,30.4,3.27,21.30
2016-04-09,0.00,41.3,56.8,72.3,33.2,3.01,21.11
2016-04-10,0.00,48.0,62.8,77.6,42.9,2.20,23.81
2016-04-11,0.00,44.4,64.6,84.9,39.5,1.38,35.76
2016-04-12,0.00,40.1,44.8,49.5,41.1,0.42,2.87
2016-04-13,0.00,41.7,51.5,61.4,40.6,0.45,10.82
2016-04-14,0.00,42.3,57.7,73.0,46.1,0.00,18.72
2016-04-15,0.00,47.0,62.4,77.9,49.0,0.25,22.17
2016-04-16,0.03,50.6,62.6,74.5,53.8,0.46,15.08
2016-04-17,0.22,40.0,54.0,68.0,47.1,0.37,9.50
2016-04-18,0.00,36.5,45.6,54.8,41.5,0.25,4.74
2016-04-19,0.00,37.4,51.3,65.1,41.2,0.36,13.37
2016-04-20,0.43,45.5,52.3,59.0,49.0,0.13,4.03
2016-04-21,0.83,42.3,57.2,72.1,46.5,0.07,17.09
2016-04-22,0.00,43.0,58.1,73.2,41.8,0.46,20.08
2016-04-23,0.00,46.5,62.3,78.1,43.9,1.86,23.94
2016-04-24,0.00,53.3,67.6,81.9,50.0,2.13,26.35
2016-04-25,0.00,44.9,64.2,83.6,33.5,1.67,35.53
2016-04-26,0.00,47.4,66.4,85.4,35.8,3.32,36.24
2016-04-27,0.00,41.3,59.7,78.1,32.0,1.93,27.09
2016-04-28,0.00,41.7,55.4,69.2,34.9,1.47,18.18
2016-04-29,0.71,45.1,59.2,73.4,48.4,0.46,16.02
2016-04-30,0.51,35.4,46.3,57.2,44.0,0.20,4.80
2016-05-01,0.03,37.5,49.2,60.9,36.7,0.65,10.17
2016-05-02,0.01,33.8,41.1,48.4,36.5,0.15,4.45
2016-05-03,0.00,36.2,49.3,62.4,35.6,0.46,12.40
2016-05-04,0.00,40.6,55.4,70.2,37.9,1.43,18.35
2016-05-05,0.00,44.5,61.5,78.5,37.7,2.38,26.29
2016-05-06,0.00,48.8,66.9,85.0,41.0,2.51,34.09
2016-05-07,0.00,51.5,67.8,84.2,44.7,2.91,31.13
2016-05-08,0.00,50.0,68.1,86.2,44.6,2.03,34.05
2016-05-09,0.00,49.0,66.6,84.2,29.7,2.64,35.69
2016-05-10,0.00,47.8,63.6,79.4,37.0,3.18,27.28
2016-05-11,0.00,49.3,69.2,89.2,38.3,2.98,39.90
2016-05-12,0.21,48.0,61.9,75.8,48.4,0.58,19.05
2016-05-13,0.00,49.1,61.4,73.7,44.2,1.28,18.94
2016-05-14,0.01,46.5,66.3,86.1,49.7,2.16,30.61
2016-05-15,0.00,44.5,52.6,60.7,38.6,2.08,9.62
2016-05-16,0.18,45.3,48.8,52.3,44.9,0.16,4.86
2016-05-17,0.52,47.9,61.0,74.1,53.1,0.04,12.12
2016-05-18,0.11,45.2,48.7,52.1,46.9,0.22,2.14
2016-05-19,0.12,46.1,55.0,64.0,45.7,0.32,11.24
2016-05-20,0.01,47.7,55.3,62.9,49.5,0.17,7.71
2016-05-21,0.00,53.2,66.6,80.1,56.9,0.49,20.17
2016-05-22,0.00,61.6,73.7,85.8,61.4,0.56,26.96
2016-05-23,0.00,59.6,72.5,85.4,61.8,0.68,23.09
2016-05-24,0.00,62.3,75.5,88.7,56.0,0.97,37.34
2016-05-25,0.00,53.5,71.0,88.5,54.3,1.77,31.33
2016-05-26,0.00,55.2,72.9,90.6,36.5,3.54,44.06
2016-05-27,0.00,46.4,68.1,89.9,39.1,1.84,42.45
2016-05-28,0.00,47.2,62.5,77.7,41.3,2.03,24.72
2016-05-29,0.00,51.4,67.3,83.2,47.0,2.05,30.24
2016-05-30,2.84,50.1,64.8,79.4,54.1,0.47,17.51
2016-05-31,0.13,52.4,66.8,81.3,57.7,0.61,19.14
2016-06-01,0.01,57.9,67.8,77.8,55.6,1.03,18.52
2016-06-02,0.27,56.2,63.8,71.3,57.9,0.32,9.69
2016-06-03,0.00,54.5,65.0,75.4,57.7,0.14,14.00
2016-06-04,0.00,56.6,69.5,82.5,57.3,0.21,24.47
2016-06-05,0.00,53.8,69.0,84.2,52.1,1.65,28.03
2016-06-06,0.00,56.4,70.5,84.5,48.9,2.79,30.34
2016-06-07,0.18,60.5,74.0,87.4,53.4,1.79,31.99
2016-06-08,0.00,61.0,73.8,86.7,54.1,2.43,30.06
2016-06-09,0.00,63.4,77.0,90.5,54.0,5.50,36.55
2016-06-10,0.15,63.0,77.0,91.1,58.8,2.09,34.52
2016-06-11,0.00,65.6,77.8,89.9,61.3,2.33,31.54
2016-06-12,0.00,63.6,75.9,88.2,63.2,1.00,27.35
2016-06-13,0.00,65.4,78.9,92.3,63.6,1.65,34.12
2016-06-14,1.24,62.5,75.8,89.1,64.3,0.56,25.58
2016-06-15,0.00,65.0,78.0,90.9,61.4,1.01,36.79
2016-06-16,0.00,65.4,81.5,97.6,56.1,2.56,49.85
2016-06-17,0.00,67.0,81.8,96.6,59.4,4.25,45.97
2016-06-18,0.00,67.2,84.0,100.8,55.8,2.41,58.97
2016-06-19,0.00,67.1,77.9,88.8,63.9,1.48,26.01
2016-06-20,0.00,66.0,77.6,89.1,65.3,1.34,26.04
2016-06-21,0.00,64.6,78.6,92.5,59.1,2.34,37.04
2016-06-22,0.00,67.5,80.6,93.7,57.2,5.30,40.79
2016-06-23,0.00,67.5,83.1,98.8,58.6,5.46,48.61
2016-06-24,0.00,68.3,82.6,97.0,59.8,4.41,44.29
2016-06-25,0.00,68.4,81.5,94.7,58.8,5.74,40.26
2016-06-26,0.00,65.4,79.9,94.3,59.4,2.75,40.89
2016-06-27,0.00,63.1,76.1,89.1,63.2,1.47,29.05
2016-06-28,0.00,63.5,77.2,91.0,60.5,2.18,33.60
2016-06-29,0.02,64.1,79.0,93.9,58.7,2.57,40.74
2016-06-30,0.11,65.0,79.2,93.4,60.4,2.61,38.91
2016-07-01,0.40,66.7,80.1,93.6,63.6,1.13,35.47
2016-07-02,0.00,67.0,77.8,88.7,64.1,0.93,24.98
2016-07-03,0.00,65.9,79.2,92.4,64.5,0.62,32.13
2016-07-04,0.00,62.5,75.9,89.3,62.2,0.81,28.88
2016-07-05,0.00,64.2,80.0,95.9,62.2,2.47,40.32
2016-07-06,0.00,66.1,83.3,100.6,61.2,3.38,46.80
2016-07-07,0.12,66.3,83.9,101.6,59.5,4.41,50.07
2016-07-08,0.00,66.6,85.9,105.2,55.3,4.80,66.48
2016-07-09,0.00,64.1,76.1,88.2,62.9,0.81,27.11
2016-07-10,0.00,65.9,81.3,96.7,63.4,1.47,40.17
2016-07-11,0.00,67.7,84.0,100.4,62.4,1.75,47.88
2016-07-12,0.00,71.4,88.4,105.3,53.6,9.68,66.35
2016-07-13,0.00,73.4,87.2,101.0,61.6,8.66,50.30
2016-07-14,0.00,73.8,88.4,103.0,54.9,11.90,58.67
2016-07-15,0.00,64.8,82.0,99.2,62.5,0.73,47.57
2016-07-16,0.72,63.0,77.9,92.8,61.7,0.69,33.97
2016-07-17,0.00,63.7,77.2,90.8,62.9,2.05,27.91
2016-07-18,0.00,64.1,80.6,97.0,59.3,2.84,42.90
2016-07-19,0.00,63.6,79.2,94.7,61.1,0.97,38.26
2016-07-20,0.00,65.3,79.9,94.5,60.8,1.61,39.47
2016-07-21,0.00,66.9,81.7,96.4,60.9,3.10,40.93
2016-07-22,0.00,65.3,82.1,98.8,58.0,4.11,46.67
2016-07-23,0.00,63.1,81.9,100.7,55.5,3.89,51.71
2016-07-24,0.00,64.1,82.0,99.9,55.7,4.10,51.77
2016-07-25,0.00,65.3,82.3,99.4,60.1,2.92,48.63
2016-07-26,0.00,63.0,77.8,92.6,63.6,1.36,31.08
2016-07-27,0.00,63.2,80.0,96.9,62.2,0.64,43.80
2016-07-28,0.13,61.3,77.4,93.5,61.6,0.79,35.49
2016-07-29,0.00,61.5,78.3,95.1,60.1,1.34,40.79
2016-07-30,0.02,64.7,77.0,89.3,61.7,2.19,27.52
2016-07-31,0.00,65.3,79.4,93.4,61.3,2.82,35.90
2016-08-01,0.00,66.9,81.2,95.5,59.6,4.20,41.12
2016-08-02,0.00,70.5,84.3,98.1,58.2,9.08,44.65
2016-08-03,0.00,65.6,82.3,99.1,59.2,2.73,48.30
2016-08-04,0.00,65.8,80.9,96.1,59.8,2.90,41.70
2016-08-05,0.01,67.8,83.9,100.0,59.5,2.66,49.84
2016-08-06,0.00,67.4,81.3,95.2,64.7,1.26,36.20
2016-08-07,0.00,65.9,81.4,97.0,60.6,1.57,42.85
2016-08-08,0.04,66.4,82.2,98.1,60.1,2.37,46.30
2016-08-09,0.60,66.0,80.9,95.8,63.0,1.40,41.70
2016-08-10,0.00,66.2,77.2,88.1,66.7,0.88,22.58
2016-08-11,0.05,67.7,81.3,94.8,64.8,1.42,36.41
2016-08-12,1.25,67.9,82.5,97.1,65.7,0.95,40.65
2016-08-13,0.00,61.9,75.5,89.1,61.6,0.85,29.82
2016-08-14,0.00,57.9,72.6,87.4,55.2,0.93,32.14
2016-08-15,0.00,57.9,70.9,83.9,54.5,1.50,27.58
2016-08-16,0.00,56.3,72.7,89.1,53.3,1.71,34.28
2016-08-17,0.00,55.9,73.7,91.5,52.6,2.01,37.16
2016-08-18,0.00,56.1,73.3,90.4,54.3,0.50,36.20
2016-08-19,0.12,60.8,75.9,91.0,61.9,0.42,32.63
2016-08-20,0.82,63.2,76.8,90.4,62.0,0.76,29.90
2016-08-21,0.00,56.2,64.9,73.6,57.2,0.54,11.82
2016-08-22,0.00,55.7,68.6,81.5,57.9,0.46,20.18
2016-08-23,0.00,59.0,73.3,87.6,62.3,0.91,27.23
2016-08-24,0.00,66.6,79.4,92.2,62.5,0.95,33.15
2016-08-25,0.00,63.4,75.0,86.7,60.0,1.58,26.22
2016-08-26,0.37,61.0,71.4,81.8,61.6,0.48,17.34
2016-08-27,0.91,59.4,71.5,83.5,60.4,0.40,21.72
2016-08-28,0.00,59.2,73.4,87.6,63.1,0.46,26.45
2016-08-29,0.09,63.4,74.6,85.8,62.9,0.63,23.34
2016-08-30,1.07,63.3,70.7,78.1,64.6,0.23,12.20
2016-08-31,2.09,63.1,67.3,71.5,64.6,0.30,4.09
2016-09-01,0.00,62.8,70.5,78.2,64.9,0.34,12.23
2016-09-02,0.00,65.1,72.8,80.6,64.8,0.32,15.64
2016-09-03,0.00,65.1,73.0,80.9,64.8,0.33,15.18
2016-09-04,0.00,65.2,75.3,85.4,65.3,0.41,20.49
2016-09-05,0.00,65.6,75.1,84.6,65.5,0.76,17.75
2016-09-06,0.00,64.7,76.2,87.8,64.0,1.45,23.63
2016-09-07,1.57,65.9,76.3,86.8,66.6,0.51,20.06
2016-09-08,0.00,68.9,76.6,84.3,67.8,1.62,15.98
2016-09-09,0.00,64.7,76.5,88.4,65.2,1.32,24.05
2016-09-10,0.00,55.9,73.1,90.3,60.0,1.28,28.55
2016-09-11,0.00,54.0,65.8,77.5,47.4,0.79,23.08
2016-09-12,0.00,57.2,71.2,85.2,61.1,0.82,22.77
2016-09-13,0.00,61.2,74.9,88.6,61.4,1.11,26.57
2016-09-14,0.00,57.4,63.9,70.3,58.0,0.40,8.10
2016-09-15,0.06,57.7,64.3,70.9,62.2,0.11,5.61
2016-09-16,0.02,55.8,70.0,84.2,60.3,0.56,23.34
2016-09-17,0.00,54.7,67.7,80.7,56.4,0.19,20.43
2016-09-18,0.95,55.6,67.9,80.2,62.0,0.15,16.59
2016-09-19,0.00,59.1,75.5,91.8,57.9,0.39,41.58
2016-09-20,0.00,58.3,75.1,92.0,57.3,0.91,39.00
2016-09-21,0.00,59.2,74.8,90.5,60.7,1.01,33.13
2016-09-22,0.00,59.7,73.7,87.8,58.8,1.09,28.53
2016-09-23,0.00,58.7,72.8,87.0,58.5,1.32,27.53
2016-09-24,0.07,59.0,72.0,85.1,61.8,1.47,22.39
2016-09-25,0.00,62.6,72.8,82.9,56.9,0.65,26.91
2016-09-26,0.00,45.0,58.9,72.7,45.2,0.35,17.75
2016-09-27,0.00,44.9,59.2,73.4,40.4,1.23,19.98
2016-09-28,0.00,45.6,64.5,83.4,42.8,1.59,29.64
2016-09-29,0.00,46.6,66.4,86.2,44.4,0.97,34.18
2016-09-30,0.00,45.3,59.9,74.5,45.7,0.63,17.86
2016-10-01,0.00,45.4,62.8,80.1,49.5,0.79,22.36
2016-10-02,0.00,52.0,67.5,83.0,53.7,1.03,23.23
2016-10-03,0.00,55.8,70.0,84.2,56.4,1.16,22.78
2016-10-04,0.00,55.4,70.1,84.8,56.4,0.99,27.36
2016-10-05,0.00,43.6,62.5,81.3,31.0,1.91,31.46
2016-10-06,0.00,44.0,63.5,82.9,34.1,3.89,32.64
2016-10-07,0.00,37.3,61.6,85.9,39.1,0.90,33.83
2016-10-08,0.00,36.9,52.4,67.9,36.1,0.56,16.46
2016-10-09,0.00,40.5,57.1,73.8,44.9,0.71,19.89
2016-10-10,0.01,51.5,60.1,68.7,56.0,0.28,8.14
2016-10-11,0.00,51.3,68.5,85.6,49.4,0.40,32.78
2016-10-12,0.00,54.0,72.5,91.1,49.1,1.46,40.33
2016-10-13,0.00,43.6,51.8,60.0,40.5,0.65,8.73
2016-10-14,0.03,45.0,54.7,64.4,49.4,0.54,8.25
2016-10-15,0.00,57.4,69.0,80.7,57.7,0.87,20.92
2016-10-16,0.00,53.4,73.6,93.9,42.6,1.20,48.15
2016-10-17,0.00,53.2,74.5,95.8,35.3,6.13,52.11
2016-10-18,0.00,50.9,72.2,93.6,32.5,7.17,47.30
2016-10-19,0.00,43.0,59.6,76.1,33.2,1.92,24.73
2016-10-20,0.00,41.3,57.7,74.1,41.3,1.28,19.27
2016-10-21,0.00,35.7,50.3,64.9,31.4,1.20,15.12
2016-10-22,0.00,35.5,56.6,77.7,37.5,1.12,24.43
2016-10-23,0.00,45.8,65.4,85.0,41.8,2.44,32.93
2016-10-24,0.00,43.1,61.9,80.7,39.1,1.05,28.32
2016-10-25,0.00,43.1,62.4,81.7,50.4,1.10,25.74
2016-10-26,0.00,49.8,64.7,79.6,56.8,0.62,18.19
2016-10-27,0.00,45.9,63.5,81.0,43.1,1.11,27.14
2016-10-28,0.00,45.6,63.6,81.6,47.9,0.64,27.14
2016-10-29,0.00,53.4,69.3,85.1,47.1,1.77,31.20
2016-10-30,0.00,49.6,70.0,90.3,44.0,1.55,40.10
2016-10-31,0.00,48.3,59.7,71.0,49.1,0.77,13.05
2016-11-01,0.00,49.6,67.8,86.1,42.4,3.42,33.85
2016-11-02,0.00,49.3,66.2,83.2,39.8,3.60,30.69
2016-11-03,0.00,50.4,59.5,68.7,47.0,0.46,15.03
2016-11-04,0.00,40.9,54.0,67.1,40.5,1.14,14.49
2016-11-05,0.00,40.1,54.8,69.6,38.9,0.34,17.94
2016-11-06,0.25,51.3,60.0,68.7,54.1,0.14,10.59
2016-11-07,0.34,52.1,57.3,62.4,54.7,0.07,3.46
2016-11-08,0.00,45.0,52.5,60.0,51.1,0.00,3.62
2016-11-09,0.00,33.2,47.9,62.7,35.3,0.26,13.62
2016-11-10,0.00,32.6,47.2,61.7,36.4,0.18,12.02
